column_0,column_1,column_2,column_3,column_4,participant,trial,period
-22.463575,-13.8365965,16.519735,2.8650613,7.7778745,1,53,baseline
0.18119848,-15.789636,3.4370782,4.4219484,-0.7872517,1,53,feedback
-4.249236,-3.2514858,-13.5166025,-5.478402,-2.7578354,1,53,planning
-22.814465,-12.318756,13.3583765,-2.0801883,10.508482,1,54,baseline
6.2230954,-17.508148,-5.604929,2.088833,-7.9366508,1,54,feedback
-4.83482,-5.4255333,-8.489221,-3.6117475,-5.605824,1,54,planning
-23.324959,-16.15886,14.793648,1.489017,13.02587,1,55,baseline
3.4116437,-15.703447,-3.150199,2.4869115,-4.188874,1,55,feedback
-10.83999,-10.983403,-7.470127,-3.5973132,-3.2787428,1,55,planning
-25.308506,-15.693977,14.414065,0.9304218,12.076951,1,56,baseline
-0.36435878,-23.554272,-0.13162422,2.5151227,-0.6729001,1,56,feedback
-7.516445,-6.8361406,-8.5866585,-3.3008485,-2.0403473,1,56,planning
-19.382729,-16.458513,13.432584,-0.4072852,12.221288,1,57,baseline
1.9521508,-14.588554,-2.7300148,2.9278984,-2.249879,1,57,feedback
-8.724202,-7.8368993,-8.758763,-4.927829,-4.267621,1,57,planning
-23.65652,-15.346742,13.726603,0.20311594,6.923332,1,58,baseline
-2.3007417,-16.788229,0.0012373924,2.1360927,-1.9161874,1,58,feedback
-0.84091413,-2.2560751,-7.9488006,-2.77044,-1.2208695,1,58,planning
-29.096003,-13.448828,9.080494,0.8225651,10.605285,1,59,baseline
-9.30301,-11.665776,-1.3494562,2.8604982,-2.036541,1,59,feedback
-8.946443,-5.1333337,-7.640251,-2.3201385,-1.8188484,1,59,planning
-36.138844,-3.5096693,17.222565,-0.2992611,10.639923,1,60,baseline
-4.224785,-15.226511,-0.56919956,1.9544771,-1.5139135,1,60,feedback
-9.311754,-8.392502,-10.570391,-3.1834533,-5.648362,1,60,planning
-33.137062,-17.757961,5.6385484,-3.9071147,16.13041,1,61,baseline
-6.1368427,-19.471193,9.524202,4.8067207,-6.6449027,1,61,feedback
-14.793897,-11.382931,-8.994217,-4.0209894,-2.8693008,1,61,planning
-20.26392,-15.772566,24.624575,2.3942976,6.4259243,1,62,baseline
-7.2279005,-26.847754,14.625486,4.106697,-2.9275117,1,62,feedback
-9.218066,-4.419224,-17.647232,-7.156666,-3.1130323,1,62,planning
-20.805433,-16.040213,15.817735,-6.2085843,13.241222,1,63,baseline
-3.218249,-18.766422,-9.510037,2.132225,-2.454065,1,63,feedback
-8.281095,-14.486241,-9.694954,-3.9286618,-5.5312896,1,63,planning
-22.690475,-14.509248,11.100624,-6.3576965,11.869595,1,64,baseline
-7.9470987,-23.809496,0.70401955,3.378157,-1.6095762,1,64,feedback
-3.7266774,-6.486134,-16.283096,-3.6231437,-3.8388295,1,64,planning
-24.096626,-17.302206,15.163008,1.6232786,11.793761,1,65,baseline
-6.5450273,-17.551811,-1.060781,2.687007,-0.15363921,1,65,feedback
-6.552898,-9.848304,-4.1680245,-4.324319,-5.5677614,1,65,planning
-31.332071,-9.179348,-5.625222,-1.2502614,13.064249,1,66,baseline
-11.4302845,-11.896102,11.305254,2.872512,-1.5763997,1,66,feedback
-15.482344,-4.292933,-12.548527,-3.5402718,-2.5054543,1,66,planning
-33.503944,-3.107622,13.61361,5.252134,11.531688,1,67,baseline
-16.535286,-15.33288,17.186954,3.1807761,-2.1069398,1,67,feedback
-24.879728,2.624436,-17.934082,-4.6193914,-2.1556573,1,67,planning
-36.903706,-11.224788,27.184109,-7.0957203,13.187855,1,68,baseline
-10.727893,-14.735459,1.4912305,6.346198,-2.6428933,1,68,feedback
-4.4611807,-7.091741,-23.712439,-4.740568,-2.0070274,1,68,planning
-35.651756,-6.3305387,29.26091,-5.2321453,9.216716,1,69,baseline
-6.9433126,-16.919699,14.913315,3.6032116,-1.8655303,1,69,feedback
-12.30298,-0.025564194,-27.413261,-5.1701193,-2.7607386,1,69,planning
-28.583746,-10.203767,33.7019,-1.900837,14.946413,1,70,baseline
-1.4428135,-17.686789,16.07004,5.1169286,-4.5461907,1,70,feedback
