Effect,num Df,den Df,MSE,F,ges,P
`learners/non-learners`,1.0,91.0,1.0362538440921396,0.2327016378198348,0.0004050007071367399,0.630686129115974
decile,8.013798738366518,729.2556851913531,0.4505978324853986,3.278822149183549,0.01950548133875405,0.0010945953604521099
`learners/non-learners`:decile,8.013798738366518,729.2556851913531,0.4505978324853986,0.7856183753305369,0.004743949975196368,0.6156926097815072
bin,1.3563586142002602,123.42863389222367,0.16376584039984732,11.084601308240854,0.004119941726324844,0.0003246105415574656
`learners/non-learners`:bin,1.3563586142002602,123.42863389222367,0.16376584039984732,2.8512511595079686,0.0010630104404967039,0.08124376725015857
decile:bin,10.455786427149397,951.4765648705951,0.15980076669956617,1.0638373695402117,0.002977705792437269,0.38767483548805215
`learners/non-learners`:decile:bin,10.455786427149397,951.4765648705951,0.15980076669956617,0.529937012849614,0.001485526119655472,0.8764449468169558
