participant,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
52,1995.0,1982.5,1962.5,1950.0,1915.0,1872.5,1840.0,1792.5,1765.0,1750.0,1722.4,1737.7,1721.4,1690.5,1694.0,1676.45,1645.7,1646.85,1627.55,1623.25,1621.9,1638.65,1624.3,1630.3,1649.15,1632.05,1609.45,1592.95,1580.2,1591.3,1569.85,1569.95,1546.85,1543.85,1522.7,1540.4,1536.55,1541.65,1533.45,1541.35,1526.9,1505.65,1483.4,1452.2,1427.55,1405.25,1384.0,1362.45,1325.85,1379.05,1362.85,1331.55,1291.75,1245.85,1193.25,1159.05,1137.45,1107.05,1076.15,1162.25,1138.05,1097.25,1069.25,1066.85,1055.75,1022.75,980.95,953.25,922.45,925.55,894.95,881.55,849.95,826.05,824.45,806.15,779.95,757.45,722.45,735.45,711.2,677.1,636.8,613.65,599.7,574.05,548.9,510.4,480.9,543.6,500.8,475.5,397.3,354.8,336.7,330.5,301.1,303.9,297.7,290.2
53,1999.65,1971.95,1968.0,1950.45,1946.7,1941.15,1928.8,1925.15,1899.35,1903.55,1861.15,1808.85,1803.4,1809.05,1809.5,1806.0,1792.5,1805.0,1774.65,1787.55,1788.75,1765.55,1760.3,1742.05,1743.65,1720.0,1691.95,1687.95,1694.1,1703.6,1703.95,1701.5,1698.95,1706.95,1704.6,1706.05,1710.2,1717.35,1717.95,1767.65,1751.45,1737.9,1729.5,1716.75,1712.65,1722.45,1726.4,1733.55,1746.1,1773.8,1771.1,1775.8,1796.75,1800.75,1808.45,1813.4,1823.45,1840.6,1852.3,1889.3,1899.4,1908.6,1920.85,1909.05,1930.3,1937.15,1940.7,1951.0,1947.9,1939.8,1960.3,1976.55,1950.95,1950.15,1954.2,1937.75,1945.25,1953.4,1934.75,1949.15,1939.1,1948.35,1918.95,1907.2,1898.15,1897.75,1885.3,1848.1,1847.3,1848.9,1863.9,1845.5,1852.25,1840.45,1844.25,1852.3,1866.0,1868.75,1881.7,1888.3
54,1990.0,1985.5,2005.5,2033.5,2052.1,2075.3,2098.9,2122.8,2143.8,2167.3,2183.8,2209.3,2229.8,2255.3,2276.8,2304.3,2333.3,2360.8,2389.8,2417.3,2444.5,2470.65,2496.1,2523.8,2550.65,2573.5,2602.25,2630.25,2654.85,2692.85,2716.45,2739.6,2767.15,2790.3,2818.7,2844.75,2871.6,2902.0,2927.15,2962.15,2988.5,3015.35,3043.55,3068.9,3096.7,3123.1,3152.7,3180.05,3206.15,3256.15,3285.85,3314.6,3340.65,3369.35,3397.15,3424.7,3451.65,3478.9,3507.5,3557.5,3587.1,3615.25,3643.3,3669.85,3696.0,3725.55,3754.35,3782.2,3808.85,3858.85,3888.3,3915.05,3944.55,3970.7,3997.15,4025.35,4052.3,4081.1,4108.35,4158.35,4185.6,4215.2,4242.7,4270.75,4298.35,4326.35,4356.1,4385.75,4412.0,4462.0,4490.05,4520.9,4547.3,4574.6,4600.8,4628.6,4656.25,4684.95,4711.35,4761.35
55,1964.7,1946.55,1935.35,1911.7,1884.55,1847.6,1830.3,1796.45,1743.55,1779.45,1747.8,1699.35,1655.75,1667.35,1665.25,1665.25,1662.05,1666.2,1631.2,1649.9,1653.4,1653.3,1653.3,1640.45,1629.1,1620.6,1618.9,1615.8,1618.0,1683.0,1702.1,1696.7,1692.0,1690.0,1673.8,1657.4,1641.9,1639.5,1622.4,1610.9,1586.65,1585.45,1575.8,1573.45,1588.9,1609.65,1618.55,1626.4,1646.65,1670.45,1657.65,1667.45,1698.25,1709.85,1716.85,1734.35,1748.85,1766.05,1777.75,1806.05,1778.35,1755.95,1730.2,1735.85,1727.5,1713.85,1699.5,1681.35,1668.15,1722.95,1701.5,1704.6,1707.9,1704.1,1706.2,1693.75,1699.25,1716.3,1713.2,1750.5,1759.15,1760.25,1758.3,1750.6,1748.5,1749.85,1750.2,1735.6,1737.55,1785.85,1783.35,1794.7,1796.35,1799.75,1814.4,1825.05,1824.65,1821.6,1816.15,1846.05
56,2023.95,1988.95,1984.75,1994.5,1987.1,1978.3,1963.05,1947.85,1946.95,2008.95,2002.6,2008.95,2016.35,1995.25,1985.3,1961.55,1954.65,1952.25,1927.8,1967.9,1949.25,1941.55,1916.45,1916.8,1920.05,1913.45,1875.55,1879.65,1886.65,1896.45,1884.75,1869.4,1864.3,1852.6,1827.25,1831.6,1822.5,1797.65,1780.95,1824.45,1815.35,1822.0,1821.75,1811.45,1796.25,1785.05,1792.6,1794.7,1783.5,1800.6,1806.2,1811.35,1807.0,1818.9,1831.35,1830.45,1823.45,1823.85,1825.45,1856.35,1840.45,1828.55,1817.3,1824.25,1811.95,1789.6,1788.15,1769.4,1782.8,1816.7,1815.35,1816.65,1808.5,1812.4,1803.1,1780.4,1782.0,1798.55,1822.8,1851.3,1820.3,1809.7,1791.2,1763.7,1734.1,1718.6,1708.9,1698.8,1673.3,1704.8,1689.7,1662.2,1647.8,1613.3,1577.6,1552.5,1528.7,1510.1,1505.5,1547.1
57,1970.0,1940.7,1948.9,1962.2,1927.4,1922.9,1901.2,1885.1,1892.5,1886.9,1873.4,1858.0,1857.0,1855.6,1840.15,1836.55,1836.3,1837.05,1827.45,1862.45,1854.9,1850.1,1861.65,1875.55,1878.35,1877.35,1883.1,1891.85,1897.6,1932.4,1932.4,1941.05,1935.85,1942.65,1945.2,1939.95,1942.55,1931.7,1933.15,1936.35,1925.3,1914.5,1906.5,1909.0,1888.5,1885.4,1874.3,1858.95,1861.3,1916.8,1895.1,1866.0,1829.8,1812.0,1780.5,1788.6,1768.0,1765.9,1753.7,1797.6,1799.15,1789.05,1804.95,1797.55,1802.25,1810.4,1792.6,1787.8,1773.95,1799.95,1807.25,1814.3,1816.55,1811.65,1815.4,1820.4,1819.85,1828.7,1829.5,1891.7,1873.55,1859.65,1847.7,1816.45,1795.7,1775.1,1765.8,1758.25,1756.75,1806.85,1791.5,1779.9,1760.0,1748.7,1733.05,1719.05,1704.7,1696.45,1682.6,1716.0
58,1965.0,1925.0,1912.5,1900.0,1850.0,1830.0,1810.0,1792.5,1782.5,1750.0,1741.7,1741.1,1774.05,1791.5,1809.15,1816.8,1823.9,1840.3,1853.75,1863.35,1891.75,1917.2,1945.85,1973.85,2000.6,2026.75,2057.75,2084.35,2110.2,2160.2,2184.85,2212.55,2239.75,2267.5,2296.25,2322.5,2350.2,2379.0,2406.55,2456.55,2482.7,2512.5,2539.65,2569.0,2597.4,2625.4,2653.15,2683.15,2710.8,2760.8,2786.95,2814.6,2840.6,2868.2,2895.55,2923.35,2953.0,2981.35,3009.25,3059.25,3087.55,3115.0,3141.9,3168.8,3196.65,3221.3,3248.5,3278.25,3304.8,3354.8,3383.0,3413.3,3441.85,3467.9,3495.85,3523.9,3552.75,3582.05,3608.1,3658.1,3686.5,3713.85,3740.2,3767.4,3794.4,3821.55,3849.45,3878.1,3907.25,3957.25,3986.15,4013.15,4037.85,4066.1,4092.7,4120.85,4149.75,4175.7,4204.9,4254.9
59,2025.15,2022.15,2018.85,1991.05,1984.15,1953.95,1881.35,1849.65,1834.5,1827.3,1843.0,1840.3,1854.15,1853.5,1872.3,1867.3,1873.85,1851.05,1858.8,1863.8,1870.15,1883.1,1887.55,1862.8,1835.35,1836.55,1797.7,1803.0,1770.75,1738.05,1743.65,1723.8,1713.65,1714.2,1711.05,1703.55,1703.55,1691.85,1685.9,1761.0,1726.8,1723.0,1725.65,1724.2,1698.1,1689.4,1672.9,1685.55,1696.35,1738.05,1735.3,1752.75,1752.2,1769.6,1780.25,1785.45,1787.55,1782.25,1799.3,1799.8,1763.4,1730.2,1719.15,1702.45,1685.85,1661.05,1655.7,1634.0,1612.5,1659.1,1690.75,1697.85,1708.0,1726.5,1737.7,1759.7,1771.85,1788.55,1784.4,1775.6,1772.0,1778.2,1792.95,1801.9,1810.4,1809.1,1822.05,1839.2,1833.7,1871.5,1886.15,1884.05,1870.35,1843.2,1855.8,1860.55,1863.0,1862.5,1848.15,1860.45
60,2021.0,1996.0,2025.95,2017.95,2018.95,2017.8,2029.95,2006.95,2005.75,2041.75,2047.55,2017.0,2004.7,2013.45,2002.3,2013.0,2008.25,2000.35,1984.8,2013.4,2020.6,2033.1,2043.2,2060.8,2060.4,2063.05,2061.6,2069.8,2068.1,2106.1,2089.15,2083.75,2097.9,2087.5,2092.3,2089.0,2082.75,2083.65,2065.65,2113.25,2111.85,2120.5,2129.85,2125.05,2133.9,2140.8,2136.9,2129.85,2131.6,2188.3,2163.25,2164.95,2162.6,2164.7,2155.45,2118.85,2132.25,2128.8,2145.85,2185.65,2181.3,2192.5,2194.3,2192.25,2193.45,2195.35,2194.15,2188.5,2189.1,2249.7,2271.1,2270.95,2264.15,2260.15,2266.6,2262.8,2265.1,2269.95,2272.25,2299.15,2285.5,2285.1,2271.1,2287.3,2271.35,2281.8,2283.45,2280.05,2284.0,2338.1,2348.3,2350.8,2340.0,2333.15,2333.05,2322.7,2297.05,2283.4,2284.85,2318.75
61,1982.75,1958.85,1933.1,1904.45,1882.35,1859.9,1833.95,1802.7,1775.95,1865.15,1887.85,1892.85,1906.0,1913.75,1923.5,1926.2,1937.85,1950.5,1960.35,2007.05,2022.95,1995.45,1957.95,1947.95,1907.95,1882.95,1877.95,1867.95,1825.45,1792.95,1785.8,1766.55,1760.6,1745.45,1741.2,1729.3,1714.5,1690.05,1669.7,1700.9,1679.6,1667.4,1667.2,1646.1,1634.7,1639.6,1654.1,1650.4,1645.0,1636.9,1631.55,1617.2,1600.9,1582.3,1562.7,1565.35,1571.3,1559.6,1552.6,1576.8,1599.4,1615.6,1624.8,1638.2,1654.6,1667.5,1691.4,1710.7,1731.8,1752.7,1774.4,1793.35,1792.5,1813.3,1827.3,1843.25,1864.65,1886.15,1894.55,1926.65,1941.75,1961.45,1980.25,2012.05,2029.25,2042.55,2060.25,2086.45,2105.35,2123.95,2151.45,2171.45,2194.45,2222.45,2240.45,2265.45,2297.45,2318.45,2349.95,2373.95
62,1968.7,1926.5,1879.9,1837.8,1795.7,1760.0,1735.7,1696.8,1658.2,1758.2,1752.1,1777.2,1784.3,1779.45,1787.3,1800.05,1806.85,1805.5,1803.9,1843.2,1861.0,1856.25,1845.25,1837.65,1843.7,1861.15,1859.75,1838.25,1824.3,1848.8,1859.4,1868.4,1878.25,1883.1,1890.7,1893.7,1908.1,1912.15,1925.9,1973.8,1969.5,1972.0,1978.75,1983.05,1963.1,1938.7,1918.9,1939.7,1938.55,1939.65,1932.1,1927.95,1898.25,1898.05,1890.7,1883.65,1869.4,1859.85,1861.2,1911.8,1931.85,1950.15,1977.3,2004.45,2028.85,2060.5,2090.2,2116.5,2143.4,2179.4,2209.45,2240.1,2270.7,2298.2,2324.0,2348.7,2374.85,2399.75,2426.8,2465.8,2492.05,2516.2,2544.1,2570.9,2597.35,2620.35,2649.3,2678.8,2704.55,2740.05,2748.9,2775.85,2801.1,2817.95,2835.2,2856.05,2872.9,2891.1,2908.5,2953.8
63,2023.0,2005.5,2005.0,1988.1,1965.9,1967.6,1966.35,1958.35,1930.95,1934.95,1914.25,1913.55,1918.95,1924.45,1943.85,1966.85,1987.85,2014.45,2040.75,2069.65,2070.2,2071.95,2078.4,2087.7,2105.2,2115.7,2121.95,2114.95,2113.5,2153.9,2134.8,2100.15,2081.85,2091.2,2065.6,2036.1,1988.25,1955.0,1956.85,1989.65,2003.55,1986.25,1985.25,1976.65,1983.75,1966.05,1973.95,1960.15,1971.65,1978.15,1985.45,1945.25,1940.95,1940.15,1942.05,1932.95,1930.95,1914.95,1884.55,1938.65,1923.5,1926.65,1937.35,1915.1,1921.05,1921.75,1908.5,1927.1,1918.3,1915.3,1901.1,1900.3,1870.5,1863.7,1840.5,1806.1,1784.3,1760.5,1751.1,1764.6,1734.6,1711.0,1686.3,1674.8,1644.3,1615.9,1614.5,1624.2,1623.8,1618.1,1614.7,1597.3,1560.8,1538.5,1523.7,1510.0,1503.5,1518.1,1513.7,1515.7
64,1980.6,1964.05,1952.85,1943.25,1943.15,1947.05,1943.15,1958.8,1950.4,1962.4,1942.2,1926.9,1915.8,1901.7,1880.7,1876.1,1842.35,1831.35,1803.2,1825.5,1838.1,1837.0,1809.6,1802.3,1786.6,1757.3,1718.25,1712.2,1711.55,1769.15,1756.85,1762.15,1769.85,1783.25,1790.8,1804.1,1807.1,1821.4,1833.9,1878.2,1879.15,1883.5,1877.1,1876.7,1879.5,1892.2,1905.4,1914.75,1926.5,1981.5,2010.0,2031.5,2055.5,2079.5,2106.0,2131.0,2157.5,2188.0,2208.0,2231.5,2256.45,2259.0,2259.0,2237.7,2228.7,2228.05,2222.7,2218.85,2195.95,2238.35,2243.55,2238.25,2229.0,2213.9,2206.4,2197.8,2188.7,2168.95,2159.1,2235.1,2172.6,2141.6,2127.6,2102.2,2074.8,2049.1,1988.9,1964.4,1937.6,1942.6,1938.8,1927.4,1924.8,1898.9,1894.3,1868.5,1855.5,1831.4,1806.1,1832.9
65,1968.7,1927.0,1884.2,1836.1,1855.8,1834.9,1835.1,1816.3,1784.8,1779.8,1755.25,1738.8,1707.15,1677.0,1665.1,1646.55,1610.85,1587.65,1529.25,1598.45,1564.65,1541.45,1518.15,1477.65,1425.25,1410.45,1400.05,1348.75,1339.65,1394.65,1393.85,1351.65,1338.65,1290.65,1263.95,1239.85,1211.05,1189.45,1143.85,1157.75,1143.55,1121.15,1114.55,1095.55,1070.75,1044.95,1021.25,980.55,941.95,926.95,880.45,857.75,807.25,795.95,761.35,712.85,688.25,664.15,628.05,628.05,636.95,625.75,593.6,615.1,586.35,560.45,537.35,535.0,513.55,506.55,500.75,491.35,460.75,469.55,463.55,452.45,433.95,426.25,386.15,382.65,333.45,319.25,313.25,299.95,267.95,247.35,241.45,233.55,231.35,204.95,193.65,173.45,178.25,168.25,176.05,161.55,144.85,140.35,117.75,129.55
66,1990.0,1987.5,1988.5,1981.25,1954.6,1944.15,1932.75,1915.25,1878.3,1863.4,1813.4,1805.9,1790.9,1760.9,1753.4,1743.4,1738.4,1708.4,1658.4,1613.4,1569.6,1549.5,1545.95,1524.5,1515.2,1502.45,1493.95,1486.15,1483.15,1514.25,1521.85,1546.9,1570.4,1598.85,1627.95,1657.5,1688.7,1715.65,1744.15,1794.15,1820.6,1850.55,1879.1,1905.05,1934.05,1962.75,1990.0,2016.8,2043.8,2093.8,2122.6,2142.1,2163.55,2192.4,2204.4,2226.85,2250.35,2272.65,2298.85,2341.45,2365.8,2387.9,2417.95,2437.7,2457.95,2483.85,2514.05,2524.85,2552.85,2584.25,2611.65,2639.85,2669.0,2697.75,2724.15,2750.95,2779.25,2807.9,2835.2,2885.2,2912.25,2936.3,2942.65,2908.85,2900.75,2892.6,2896.1,2873.0,2816.1,2810.8,2823.3,2823.35,2800.0,2806.3,2811.45,2834.85,2848.7,2845.6,2858.95,2903.25
67,2026.5,2009.0,1995.8,1991.8,1969.75,1943.6,1926.6,1918.25,1878.35,1878.45,1875.25,1880.85,1885.0,1900.1,1907.55,1914.4,1926.4,1946.45,1947.4,1964.1,1990.1,2013.6,2037.1,2069.1,2096.6,2116.6,2137.6,2167.1,2188.1,2214.1,2223.4,2167.7,2161.45,2158.05,2147.05,2150.2,2137.1,2112.55,2101.05,2101.15,2110.95,2118.75,2132.15,2130.75,2147.95,2148.15,2149.55,2164.35,2168.15,2156.15,2158.85,2145.65,2138.5,2136.85,2139.8,2129.15,2107.65,2107.3,2098.45,2165.55,2129.7,2111.85,2104.8,2089.9,2061.05,2033.05,2013.2,2007.3,1988.95,2008.65,1981.15,1933.65,1881.15,1843.65,1838.65,1781.15,1756.15,1728.65,1751.15,1758.65,1731.15,1698.65,1666.15,1636.15,1618.65,1603.65,1566.15,1566.15,1533.65,1508.65,1499.55,1474.15,1458.15,1425.25,1398.55,1386.35,1393.75,1394.75,1408.25,1419.05
68,1996.4,1994.8,1981.1,2001.8,1986.1,1964.5,1951.1,1959.3,1941.9,1938.7,1897.9,1881.3,1897.7,1890.7,1896.3,1896.0,1877.9,1871.9,1853.7,1838.6,1867.3,1848.0,1849.7,1832.4,1833.8,1824.4,1802.7,1785.1,1780.1,1784.3,1778.05,1788.0,1774.6,1768.8,1745.8,1731.45,1743.45,1749.0,1758.8,1733.1,1716.7,1690.4,1671.8,1659.4,1676.2,1654.0,1624.9,1622.7,1613.1,1583.7,1601.1,1630.4,1637.9,1642.3,1652.9,1675.1,1690.6,1683.5,1682.2,1695.8,1689.55,1698.6,1713.85,1717.1,1719.85,1712.85,1729.0,1711.95,1722.75,1732.55,1754.05,1748.15,1749.15,1754.95,1754.15,1751.75,1755.95,1758.65,1782.65,1788.15,1790.95,1783.25,1802.95,1838.35,1832.45,1847.15,1857.75,1868.85,1873.15,1894.55,1890.7,1869.7,1866.7,1872.3,1849.95,1830.6,1809.8,1825.8,1832.0,1859.3
69,2007.6,1986.3,1980.8,1934.2,1905.1,1865.1,1859.2,1836.75,1822.25,1913.65,1896.15,1922.15,1887.65,1894.1,1892.65,1879.15,1883.75,1875.1,1862.1,1864.6,1877.1,1872.35,1872.1,1877.1,1887.3,1884.65,1877.25,1881.85,1868.2,1902.5,1896.0,1877.8,1879.2,1876.2,1871.1,1873.7,1861.15,1860.7,1849.35,1900.25,1902.35,1892.05,1896.2,1886.15,1883.45,1875.55,1868.35,1877.2,1884.5,1912.5,1917.2,1901.25,1907.5,1901.8,1908.55,1912.15,1910.5,1913.95,1914.0,1959.0,1962.65,1949.45,1932.65,1936.95,1933.9,1917.35,1897.05,1879.15,1903.95,1923.05,1934.25,1945.9,1944.05,1961.65,1967.75,1963.55,1977.15,1975.35,1977.0,2002.1,1966.75,1975.65,1969.9,1941.75,1941.6,1916.35,1905.55,1903.6,1889.55,1941.35,1945.95,1938.45,1929.3,1930.0,1933.55,1938.05,1931.85,1913.25,1898.85,1933.25
70,1980.0,2009.65,2003.35,1975.1,1967.25,1973.95,1965.65,1965.35,1967.05,2000.95,2028.0,2042.55,2046.45,2049.5,2064.0,2083.45,2091.7,2099.4,2107.9,2150.1,2144.1,2128.2,2127.45,2132.1,2138.75,2142.05,2149.85,2160.6,2156.8,2201.8,2216.3,2231.7,2239.05,2256.45,2246.25,2255.15,2241.2,2246.6,2250.5,2277.2,2284.85,2293.0,2306.85,2310.95,2305.8,2303.2,2308.45,2303.05,2306.25,2333.65,2350.35,2355.45,2360.65,2359.55,2376.1,2412.15,2423.8,2453.55,2452.4,2471.2,2444.5,2424.1,2425.95,2418.2,2415.55,2395.9,2367.2,2357.9,2358.0,2373.5,2369.85,2378.45,2377.3,2382.05,2376.0,2366.65,2345.85,2351.1,2344.15,2382.25,2362.6,2346.45,2343.75,2345.9,2330.15,2312.7,2312.0,2312.15,2307.6,2352.5,2357.0,2363.9,2353.0,2353.45,2345.95,2325.45,2312.7,2310.25,2322.2,2363.1
71,1982.1,1960.3,1932.2,1915.9,1912.0,1887.1,1863.1,1847.9,1817.7,1811.5,1803.55,1806.5,1782.75,1754.1,1737.5,1724.6,1712.45,1726.5,1707.2,1704.8,1684.05,1680.7,1685.05,1662.45,1653.05,1628.45,1625.75,1610.05,1602.2,1635.6,1656.9,1671.2,1684.85,1697.15,1713.2,1738.1,1755.35,1769.65,1768.6,1804.8,1829.95,1848.4,1858.95,1867.55,1860.9,1875.75,1894.1,1908.35,1908.75,1934.75,1938.85,1953.3,1956.5,1967.45,1989.15,1999.5,2009.4,2002.9,2001.0,2046.6,2069.7,2093.0,2109.65,2133.85,2157.8,2167.05,2191.85,2203.45,2220.85,2256.65,2235.45,2219.25,2219.05,2194.1,2188.4,2180.0,2160.55,2141.7,2131.5,2197.6,2210.2,2230.2,2211.8,2217.0,2217.0,2227.5,2240.3,2238.2,2243.7,2247.3,2248.15,2249.95,2256.65,2256.3,2264.5,2280.15,2289.85,2305.9,2312.35,2324.75
72,2001.5,1977.9,1971.0,1967.4,1964.8,1927.5,1925.8,1898.6,1873.4,1916.7,1912.65,1907.7,1891.3,1875.5,1880.1,1890.9,1883.9,1879.15,1888.2,1929.8,1938.95,1942.15,1960.45,1963.3,1969.35,1969.25,1977.45,1971.65,1973.1,1983.3,1979.85,1981.4,1980.5,1974.75,1983.75,1972.5,1964.7,1966.25,1957.5,2007.9,2008.55,2014.1,2006.55,1994.4,1998.5,2002.15,2006.0,2001.25,2011.05,2044.55,2051.05,2053.55,2051.3,2042.8,2028.25,1980.2,1972.0,1970.0,1974.8,2034.9,2058.1,2015.15,2027.85,2013.25,2018.7,2020.15,2009.3,2025.85,2039.15,2059.95,2048.6,2050.25,2062.15,2040.4,2046.7,2039.7,2021.25,2011.65,2018.85,2043.95,2028.75,2022.85,2026.25,2032.6,2025.85,2013.7,2009.15,1996.3,1983.65,2029.05,2028.1,2029.05,2029.55,2050.45,2048.85,2039.15,2034.0,2035.45,2047.7,2077.2
73,1998.5,2010.9,1997.95,1998.35,1985.8,1982.65,1972.05,1944.2,1929.8,1962.8,1952.2,1965.6,1955.15,1944.7,1947.0,1957.5,1972.6,1976.75,1985.2,1986.4,1988.75,1978.8,1989.25,1990.8,1997.7,1984.4,1981.25,1966.5,1960.7,1988.8,1966.25,1976.75,1979.85,1992.2,1982.45,1985.55,1989.65,1995.9,1989.2,2023.5,2034.7,2031.1,2032.7,2029.3,2026.6,2010.5,2022.0,2028.1,2008.1,2053.8,2062.7,2056.7,2062.4,2055.35,2059.0,2060.35,2072.35,2078.95,2086.0,2110.0,2128.45,2132.4,2130.15,2136.55,2111.6,2090.45,2078.85,2111.1,2114.1,2118.5,2135.5,2149.65,2160.05,2175.75,2168.8,2194.0,2180.85,2169.95,2183.4,2207.2,2231.05,2252.55,2259.8,2263.95,2281.45,2294.9,2313.6,2336.65,2340.55,2383.45,2398.25,2408.0,2414.8,2430.35,2448.95,2461.2,2481.35,2500.15,2510.25,2547.55
74,2025.5,2042.75,2049.05,2071.05,2081.15,2099.6,2124.5,2143.75,2164.0,2211.0,2225.75,2239.5,2241.1,2228.15,2214.85,2226.55,2209.85,2177.7,2178.35,2214.55,2178.3,2161.05,2151.2,2138.85,2126.4,2114.9,2099.3,2096.4,2079.15,2136.25,2098.05,2088.15,2071.35,2101.45,2091.75,2103.4,2083.9,2090.15,2093.75,2108.85,2129.15,2106.35,2123.55,2116.1,2144.55,2149.75,2167.3,2182.7,2203.05,2228.05,2190.55,2138.05,2130.55,2115.55,2063.05,2020.55,2008.05,2000.55,2005.55,1978.05,1979.75,1963.45,1952.25,1948.5,1940.85,1933.75,1938.8,1944.0,1917.2,1963.8,1972.1,1998.8,2018.45,2035.45,2056.05,2074.15,2091.7,2116.5,2132.9,2172.0,2196.2,2220.9,2246.85,2276.2,2300.75,2326.85,2358.2,2380.35,2407.85,2442.85,2470.6,2496.4,2516.25,2543.7,2569.2,2594.25,2619.8,2645.3,2673.55,2711.55
75,1997.3,2006.0,2015.35,2021.15,2016.7,2031.55,2041.1,2049.05,2046.4,2057.7,2071.15,2083.7,2095.8,2106.1,2114.85,2132.25,2135.55,2149.7,2158.25,2209.95,2210.35,2231.2,2221.05,2241.55,2265.6,2279.65,2289.1,2292.7,2298.15,2327.95,2342.65,2362.4,2375.3,2391.2,2413.4,2430.0,2454.1,2476.5,2495.25,2543.75,2554.95,2543.65,2545.3,2556.1,2564.2,2577.55,2580.35,2582.15,2580.35,2609.05,2615.6,2630.6,2640.9,2634.3,2624.1,2613.7,2617.95,2641.1,2653.75,2688.65,2701.3,2722.1,2728.95,2731.65,2740.25,2756.5,2774.7,2766.65,2776.4,2808.2,2821.4,2806.35,2790.95,2772.75,2758.9,2751.7,2736.3,2708.55,2679.45,2726.75,2752.5,2770.8,2790.3,2806.95,2818.95,2832.45,2850.6,2874.4,2884.2,2924.0,2930.3,2924.9,2918.95,2909.7,2923.15,2914.4,2926.8,2931.1,2926.6,2940.7
76,1995.5,2010.1,2027.05,2035.35,2021.25,2002.5,1996.5,1991.0,1999.15,2047.55,2031.2,2034.05,2030.6,2027.0,2028.75,2030.65,2029.8,2038.1,2053.7,2114.5,2092.75,2081.05,2049.45,2014.1,1998.8,1996.3,1979.75,1960.35,1944.35,2019.05,2047.0,2071.6,2101.0,2127.9,2153.95,2182.85,2208.15,2238.3,2268.15,2317.15,2328.4,2341.3,2346.5,2343.5,2348.2,2339.35,2327.75,2288.3,2272.25,2249.45,2214.45,2179.45,2174.45,2106.95,2091.95,2039.45,2026.95,2016.95,2006.95,1999.45,1986.95,1991.8,1992.4,1990.25,1986.75,1979.15,1958.8,1917.35,1900.05,1919.25,1903.5,1933.1,1961.95,1989.5,2018.15,2045.6,2072.1,2099.5,2127.1,2177.1,2204.95,2222.75,2219.4,2232.4,2248.75,2261.55,2274.75,2290.95,2302.95,2341.15,2354.7,2362.1,2379.15,2399.8,2420.85,2433.9,2445.85,2454.4,2474.1,2521.8
77,2015.5,2042.2,2019.7,1990.7,1993.85,1995.6,1978.55,1965.85,1942.7,1987.1,1975.0,1988.75,2009.35,2022.45,2029.85,2038.7,2042.65,2061.95,2065.4,2101.2,2120.95,2132.1,2150.4,2165.1,2179.1,2197.95,2212.55,2235.35,2254.5,2292.6,2284.65,2295.65,2294.7,2300.8,2296.4,2309.0,2307.9,2310.65,2315.1,2344.6,2317.6,2302.6,2286.05,2260.4,2275.7,2264.9,2255.3,2240.6,2235.0,2227.9,2229.1,2220.55,2203.95,2200.9,2187.3,2174.35,2184.65,2168.25,2165.2,2163.0,2163.45,2168.4,2165.7,2127.45,2115.95,2112.0,2116.55,2140.25,2132.15,2140.25,2114.8,2109.35,2103.15,2085.9,2093.5,2095.95,2080.3,2071.2,2064.0,2100.2,2091.45,2086.75,2081.8,2086.15,2084.25,2081.65,2076.55,2073.65,2062.05,2076.75,2105.55,2143.85,2175.15,2177.45,2189.05,2184.45,2200.35,2220.75,2231.75,2251.65
78,1965.0,1992.35,1991.0,1975.15,1993.55,1992.05,2002.05,2008.15,2014.0,2034.4,2010.35,1989.3,1991.45,1975.8,1973.65,1976.9,1962.65,1948.55,1943.2,1979.7,1983.75,1987.45,1980.7,1975.85,1982.25,1991.7,2002.4,1996.4,1997.05,2015.45,2021.45,2024.95,2032.35,2036.65,2040.25,2054.6,2053.05,2039.6,2044.5,2094.2,2102.05,2090.9,2080.65,2075.75,2079.2,2075.55,2072.65,2061.5,2061.8,2102.9,2106.8,2111.1,2107.55,2095.95,2099.65,2081.3,2069.75,2063.05,2050.85,2079.15,2095.1,2092.7,2100.05,2108.5,2115.75,2125.4,2132.8,2132.1,2130.25,2179.25,2194.05,2209.2,2211.45,2233.5,2233.3,2250.3,2246.75,2239.85,2257.05,2288.55,2297.15,2280.5,2279.05,2294.95,2281.45,2284.7,2282.05,2289.1,2277.85,2314.95,2316.35,2311.6,2329.6,2339.1,2354.5,2361.2,2344.8,2342.3,2326.75,2339.35
