participant,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
25,1982.5,1969.65,1957.05,1952.75,1936.15,1938.8,1930.35,1932.95,1917.5,1899.3,1841.8,1834.3,1809.3,1794.3,1751.8,1736.8,1724.3,1684.3,1674.3,1649.3,1651.8,1599.3,1591.8,1571.8,1546.8,1499.3,1479.3,1436.8,1389.3,1399.3,1354.6,1345.25,1351.0,1354.15,1356.9,1357.6,1349.6,1360.2,1354.3,1373.2,1379.4,1342.5,1335.1,1334.9,1314.4,1322.7,1307.7,1270.7,1265.2,1229.2,1194.8,1179.8,1173.6,1171.75,1177.35,1188.3,1219.3,1227.0,1240.9,1270.5,1235.55,1237.3,1244.95,1233.6,1252.35,1241.95,1232.2,1238.65,1219.25,1243.35,1268.85,1298.9,1328.2,1357.4,1385.2,1414.8,1443.15,1468.9,1498.5,1548.5,1533.5,1503.5,1481.0,1461.0,1436.0,1391.0,1386.0,1348.5,1316.0,1298.5,1261.0,1231.0,1216.0,1176.0,1183.5,1161.0,1143.5,1126.0,1078.5,1048.5
26,1990.8,1996.1,1980.35,1981.1,1977.95,1970.35,1951.65,1913.95,1920.6,1950.5,1935.4,1912.1,1907.0,1881.95,1875.1,1867.75,1837.25,1826.45,1818.8,1861.6,1861.25,1865.55,1856.6,1842.8,1825.05,1814.0,1787.3,1764.5,1743.2,1756.8,1766.95,1767.5,1752.35,1762.7,1750.4,1731.35,1712.1,1695.4,1688.35,1725.15,1752.05,1772.05,1798.25,1823.85,1840.85,1865.15,1889.35,1904.35,1930.65,1940.35,1964.35,1989.85,2016.35,2041.35,2058.85,2082.85,2105.85,2139.35,2163.35,2190.35,2204.85,2212.65,2220.95,2216.35,2203.95,2204.85,2195.75,2177.95,2181.15,2202.75,2192.15,2168.45,2144.85,2113.15,2106.05,2085.75,2061.55,2038.35,2015.25,2096.15,2123.0,2143.85,2165.35,2190.25,2215.9,2240.2,2261.35,2291.5,2322.75,2349.25,2375.75,2398.25,2428.75,2456.75,2482.75,2506.25,2530.75,2555.25,2579.25,2599.25
27,1995.4,1983.9,1969.05,1952.45,1931.2,1910.5,1901.7,1892.2,1874.4,1930.6,1936.65,1946.8,1929.65,1930.8,1927.05,1913.4,1925.05,1931.4,1924.05,1970.95,1964.4,1970.0,1977.5,1981.55,1983.0,1990.7,2009.8,2020.75,2028.1,2051.8,2049.2,2053.3,2037.25,2041.15,2047.85,2051.55,2058.1,2070.25,2077.1,2122.3,2127.1,2091.95,2090.65,2073.0,2050.4,2050.7,2029.7,2022.85,2003.8,2033.0,2025.05,2029.8,2027.0,2012.6,2023.8,2013.25,1997.75,1992.7,1998.25,2016.75,2039.65,2061.2,2088.9,2115.5,2144.15,2167.5,2197.2,2221.45,2250.05,2276.05,2290.95,2312.25,2338.1,2357.85,2394.65,2407.5,2436.15,2451.5,2472.5,2497.5,2502.75,2512.15,2512.25,2525.0,2518.6,2510.7,2517.15,2519.05,2533.15,2551.75,2577.1,2598.85,2621.2,2648.45,2677.0,2696.9,2720.65,2729.55,2743.15,2760.65
28,1952.5,1910.0,1882.5,1872.5,1857.5,1827.5,1850.0,1827.5,1785.0,1750.0,1782.0,1788.4,1774.6,1764.65,1754.25,1756.0,1753.6,1742.3,1730.85,1784.65,1790.05,1766.4,1747.3,1714.8,1690.65,1651.4,1629.45,1598.25,1573.1,1664.2,1623.3,1599.1,1565.5,1528.55,1480.4,1450.8,1424.95,1395.1,1364.6,1439.0,1388.5,1366.8,1356.5,1331.0,1343.4,1329.7,1294.9,1263.3,1240.5,1225.7,1176.45,1145.6,1136.2,1116.1,1106.45,1070.55,1057.4,1009.0,1008.45,1009.65,1035.5,1062.35,1091.65,1118.8,1146.8,1174.2,1205.0,1232.85,1259.05,1309.05,1336.0,1364.2,1394.35,1421.25,1450.65,1478.85,1504.3,1535.0,1562.05,1612.05,1635.65,1663.15,1690.45,1720.95,1733.05,1756.05,1787.8,1813.5,1840.15,1881.65,1909.35,1935.6,1965.35,1994.8,2024.1,2053.2,2081.55,2107.1,2135.5,2185.5
29,2006.7,2000.45,2000.5,2019.55,1990.05,1978.7,1962.15,1934.25,1923.65,1946.85,1950.45,1952.05,1948.65,1936.45,1930.85,1909.25,1900.05,1870.95,1852.95,1887.65,1899.0,1891.8,1907.85,1909.0,1901.1,1919.6,1919.6,1926.45,1915.65,1962.15,1967.6,1972.1,1978.05,1979.65,1962.95,1972.25,1970.4,1975.4,1963.25,1982.95,1980.65,1994.35,2016.85,2010.8,1998.6,1991.0,1984.45,1993.7,2011.45,2040.05,2036.25,2027.95,2016.1,2011.85,1997.5,2011.65,1998.4,1997.25,1989.2,2048.3,2055.95,2038.45,2045.05,2013.95,2022.15,2023.9,2010.4,2000.65,1990.75,2033.15,2008.05,1986.95,1980.2,1967.7,1959.75,1949.2,1942.1,1949.7,1949.45,2006.85,2014.45,2014.35,2013.25,2010.4,2028.65,2027.75,2034.9,2034.05,2044.2,2061.1,2068.7,2054.9,2050.6,2040.25,2017.6,2000.35,2009.0,2002.4,1987.75,2025.75
30,1983.6,1960.4,1964.1,1957.5,1933.5,1930.1,1918.4,1894.2,1881.6,1921.7,1919.1,1912.9,1925.7,1908.75,1893.4,1880.8,1904.1,1893.85,1894.1,1913.0,1932.25,1934.0,1939.7,1953.85,1962.7,1970.45,1989.95,1993.55,2003.85,2047.85,2025.15,2044.85,2014.6,2032.9,2042.5,2055.6,2042.35,2042.15,2046.85,2041.15,2048.3,2070.55,2076.7,2067.75,2050.85,2053.25,2068.6,2073.0,2088.1,2122.2,2115.3,2126.65,2117.55,2107.95,2103.3,2089.15,2099.55,2113.0,2108.05,2140.85,2103.35,2094.65,2062.05,2038.45,2029.05,2022.15,2001.15,1976.05,1959.35,1961.05,1931.05,1906.05,1896.05,1853.55,1811.05,1791.05,1783.55,1771.05,1746.05,1711.05,1671.95,1617.05,1575.45,1552.55,1530.25,1487.65,1450.55,1440.25,1412.65,1430.15,1415.75,1390.7,1382.4,1343.55,1329.2,1301.0,1266.3,1265.45,1226.35,1220.35
31,1983.9,1970.65,1953.35,1936.9,1934.55,1910.65,1879.9,1854.85,1841.9,1864.4,1836.3,1810.85,1779.6,1763.35,1731.0,1687.7,1661.15,1621.1,1614.2,1653.3,1657.0,1640.2,1616.85,1615.6,1634.5,1641.8,1661.65,1681.65,1710.75,1745.35,1732.6,1693.3,1663.45,1641.0,1615.75,1583.25,1572.5,1544.2,1515.05,1573.95,1553.05,1532.55,1509.45,1457.05,1433.45,1410.05,1385.95,1378.45,1352.75,1353.55,1320.25,1296.95,1294.55,1279.55,1263.05,1249.75,1229.05,1209.25,1188.25,1185.05,1172.55,1157.55,1155.05,1102.55,1087.55,1040.05,1020.05,982.55,955.05,935.05,912.35,893.25,872.25,853.75,835.05,826.15,813.25,784.15,746.05,756.45,708.95,706.45,683.95,621.45,611.45,591.45,563.95,566.45,518.95,506.45,505.75,483.05,494.05,492.15,453.35,401.65,377.55,356.45,314.75,303.95
32,2015.7,1997.45,1960.5,1946.0,1958.45,1951.35,1933.05,1923.15,1916.35,1938.75,1915.05,1897.1,1885.35,1864.3,1848.15,1844.85,1835.65,1812.55,1790.2,1845.8,1820.75,1789.45,1750.05,1743.55,1724.15,1696.25,1673.5,1661.05,1634.95,1705.85,1704.55,1695.5,1690.25,1704.05,1716.05,1726.55,1715.85,1712.8,1717.8,1743.5,1721.2,1705.4,1687.4,1676.9,1694.4,1703.95,1699.6,1701.85,1692.0,1721.1,1722.0,1721.6,1716.0,1699.6,1683.0,1721.1,1717.0,1717.1,1737.5,1729.1,1739.75,1728.8,1745.75,1744.6,1726.3,1733.9,1736.4,1741.9,1720.35,1725.45,1733.65,1737.45,1741.6,1714.6,1734.25,1741.5,1762.6,1747.05,1763.25,1754.25,1770.0,1749.6,1759.65,1725.95,1731.35,1722.4,1745.55,1768.5,1783.8,1769.8,1785.95,1768.7,1775.4,1729.55,1741.9,1747.35,1759.4,1734.25,1750.05,1746.05
33,2022.0,2038.0,2065.8,2078.7,2099.2,2113.3,2125.2,2139.2,2166.1,2204.0,2214.2,2202.45,2216.05,2214.85,2205.2,2199.05,2199.95,2190.2,2195.9,2214.7,2235.95,2269.2,2299.35,2318.85,2344.05,2365.95,2390.55,2418.75,2441.95,2467.45,2493.75,2519.2,2544.85,2570.4,2598.2,2624.65,2653.55,2682.15,2710.85,2760.85,2787.6,2811.65,2839.25,2860.1,2881.85,2912.2,2941.9,2968.75,2993.45,3032.95,3063.75,3091.9,3121.3,3146.4,3173.5,3198.95,3227.75,3256.1,3283.7,3333.7,3362.25,3389.85,3418.9,3446.95,3474.9,3504.15,3532.6,3559.4,3586.7,3636.7,3665.75,3693.05,3721.6,3747.85,3776.1,3804.1,3831.25,3860.2,3886.2,3936.2,3962.95,3991.6,4018.95,4046.7,4076.45,4106.05,4135.35,4162.0,4189.95,4239.95,4266.05,4294.35,4323.4,4348.8,4377.5,4402.1,4430.95,4458.65,4488.3,4538.3
34,1962.5,1991.1,2002.75,1999.7,2007.75,2023.15,2038.35,2043.75,2043.6,2074.5,2078.5,2073.25,2070.7,2077.1,2074.35,2063.2,2052.55,2049.9,2039.4,2102.3,2107.0,2094.15,2084.8,2086.35,2076.8,2056.55,2056.1,2049.0,2041.15,2077.25,2054.1,2047.55,2015.2,1999.8,1962.0,1942.85,1918.9,1887.1,1871.3,1910.7,1882.1,1870.65,1862.95,1859.15,1842.6,1814.0,1769.6,1730.6,1711.75,1746.95,1766.85,1751.45,1764.9,1759.3,1769.85,1759.95,1767.35,1763.1,1766.1,1826.4,1803.05,1805.55,1809.45,1794.3,1785.55,1775.8,1769.4,1758.3,1734.05,1772.35,1745.0,1741.8,1755.05,1766.45,1755.55,1755.5,1752.95,1768.7,1774.05,1809.95,1771.7,1725.8,1726.65,1712.1,1701.2,1677.05,1676.55,1665.4,1656.05,1699.95,1704.5,1723.45,1709.65,1704.75,1711.0,1706.6,1719.65,1698.65,1702.05,1732.55
35,1980.0,1983.3,1996.9,2004.65,2001.15,2006.95,2009.95,2017.0,2013.75,2045.05,2014.5,2004.85,2018.9,2017.05,2016.05,2005.35,1988.6,1963.55,1954.05,1972.85,1999.4,2027.85,2055.9,2083.3,2110.7,2137.75,2165.2,2193.35,2219.15,2269.15,2295.45,2323.9,2351.7,2381.3,2408.75,2438.05,2465.45,2492.45,2519.25,2569.25,2597.6,2625.55,2655.5,2683.95,2711.55,2737.1,2763.75,2791.7,2820.3,2870.3,2899.0,2927.8,2955.65,2983.25,3009.65,3036.85,3063.15,3091.75,3118.15,3168.15,3196.2,3224.65,3253.15,3281.4,3306.85,3336.55,3364.45,3391.8,3418.35,3468.35,3493.7,3521.65,3551.55,3578.3,3607.6,3636.75,3665.4,3693.1,3719.35,3769.35,3797.3,3825.4,3855.25,3883.9,3910.15,3937.4,3964.15,3989.15,4017.0,4067.0,4094.1,4120.0,4147.6,4176.0,4204.15,4235.45,4261.2,4287.75,4315.6,4365.6
36,1997.5,2025.35,2051.85,2059.55,2062.25,2071.0,2091.15,2097.1,2108.05,2140.35,2169.4,2197.9,2219.0,2234.05,2259.95,2279.6,2310.7,2333.2,2360.5,2393.9,2397.6,2392.05,2358.8,2358.15,2366.95,2381.5,2387.35,2384.25,2379.85,2366.75,2366.7,2369.7,2374.2,2391.5,2388.25,2391.6,2405.1,2417.0,2428.95,2463.25,2447.95,2424.25,2411.95,2373.75,2349.35,2364.95,2368.15,2331.55,2334.75,2298.55,2288.55,2231.05,2228.55,2203.55,2163.55,2106.05,2081.05,2046.05,2056.05,2048.55,2036.05,2033.85,2040.15,2060.55,2081.85,2113.75,2141.85,2165.95,2190.05,2220.55,2164.85,2127.25,2109.55,2079.15,2058.65,2034.4,2013.85,1979.1,1970.5,2021.5,2040.65,2048.45,2039.9,2057.95,2066.45,2079.9,2100.9,2120.9,2134.5,2165.2,2171.85,2172.4,2181.55,2189.85,2161.95,2160.55,2184.9,2190.45,2192.0,2174.9
37,2009.25,2026.6,1998.2,1983.95,1997.7,2002.05,1982.6,1988.75,1984.05,2009.05,2001.45,2003.8,2002.1,2014.1,2019.95,2024.9,2019.8,2019.55,2018.85,2035.45,2014.3,2019.25,2005.9,2010.15,1993.9,1990.05,1979.05,1960.8,1955.8,2009.2,1996.3,1996.95,2001.05,1993.75,1993.4,1987.45,1990.6,1990.15,1998.35,2037.35,2030.0,1998.95,1980.0,1959.1,1938.7,1909.65,1888.15,1862.35,1846.7,1925.3,1913.6,1907.0,1901.95,1891.6,1885.45,1855.1,1840.65,1851.1,1846.6,1889.5,1888.85,1892.6,1884.25,1863.75,1845.85,1833.45,1841.35,1846.7,1851.2,1897.4,1890.45,1867.2,1845.05,1826.15,1814.0,1803.75,1796.85,1786.95,1786.95,1810.35,1783.95,1782.95,1773.35,1764.75,1767.45,1759.6,1771.75,1765.8,1753.5,1802.5,1798.05,1818.05,1811.8,1803.75,1787.3,1782.4,1788.45,1783.3,1784.9,1829.8
38,2025.95,2020.95,2008.9,1998.2,2006.55,1993.6,1982.55,1942.45,1915.15,1923.55,1923.8,1945.35,1954.95,1947.9,1957.7,1962.3,1960.85,1953.05,1958.15,2006.35,2011.65,2016.9,2020.05,2018.65,2019.2,2009.75,2007.75,2004.1,1995.9,2049.7,2040.85,2031.25,2009.25,2012.8,1992.45,1966.5,1949.5,1937.8,1932.7,1968.2,1991.15,2006.1,2021.5,2040.35,2055.6,2065.3,2080.2,2102.45,2111.65,2156.85,2157.8,2159.7,2163.2,2168.0,2179.85,2185.15,2192.8,2194.25,2200.45,2260.75,2263.05,2230.95,2208.15,2178.75,2161.25,2135.35,2107.15,2082.95,2069.15,2128.15,2144.25,2126.4,2135.5,2137.75,2145.1,2150.1,2162.35,2167.45,2171.3,2200.2,2189.05,2177.45,2155.6,2149.0,2138.9,2136.25,2129.7,2128.95,2120.3,2147.4,2140.75,2134.75,2133.3,2130.3,2138.8,2125.95,2145.4,2174.1,2204.65,2219.75
39,2023.0,1980.0,2003.8,1990.8,2023.0,1985.1,2013.65,1988.65,2012.15,2027.15,2055.3,2055.65,2056.95,2060.55,2055.05,2029.3,2037.1,2044.0,2028.2,2071.8,2083.55,2097.0,2112.25,2102.45,2101.5,2096.5,2104.35,2108.15,2122.4,2128.4,2149.0,2169.9,2191.5,2212.1,2235.2,2253.0,2268.7,2281.7,2308.7,2328.1,2339.2,2354.9,2350.15,2371.65,2381.5,2396.65,2401.1,2418.3,2447.0,2484.8,2479.15,2465.2,2473.3,2479.3,2483.25,2465.6,2461.05,2466.65,2471.25,2475.05,2506.25,2517.35,2516.95,2538.15,2517.4,2519.05,2515.65,2540.1,2540.9,2543.6,2564.75,2562.05,2570.85,2574.15,2597.8,2602.0,2598.75,2621.95,2615.65,2646.85,2660.15,2682.25,2705.55,2718.9,2739.15,2759.1,2775.2,2803.45,2824.65,2857.15,2866.2,2891.3,2908.85,2929.4,2937.6,2953.7,2970.4,2969.4,2982.7,2997.9
40,1997.5,1955.0,1912.5,1880.0,1872.5,1840.0,1835.0,1830.0,1795.0,1750.0,1754.9,1759.8,1690.9,1652.2,1661.9,1626.4,1621.7,1588.0,1568.4,1539.0,1536.5,1543.6,1556.2,1558.7,1563.5,1556.1,1560.3,1563.6,1563.5,1596.8,1581.9,1569.8,1557.15,1546.05,1545.4,1559.7,1542.3,1552.2,1534.75,1531.45,1559.15,1590.3,1617.0,1637.55,1664.45,1688.1,1713.15,1741.7,1770.1,1795.1,1819.6,1837.6,1863.6,1888.6,1913.6,1939.6,1969.1,1995.1,2018.1,2045.1,2067.6,2091.6,2117.6,2142.6,2168.1,2188.6,2210.6,2238.1,2259.6,2295.1,2319.2,2341.8,2357.6,2390.0,2410.2,2434.6,2439.4,2468.8,2495.5,2507.1,2526.15,2553.5,2581.15,2598.15,2628.15,2651.65,2675.65,2701.15,2730.65,2756.15,2784.15,2807.15,2831.15,2853.15,2878.65,2904.15,2933.15,2958.15,2984.15,3006.15
41,2022.0,2007.0,2031.5,1984.0,2011.0,1983.5,2007.5,1985.0,2014.5,1992.0,1979.2,1982.45,1993.75,2001.25,2000.7,2021.2,2021.35,2024.25,2034.25,2081.55,2094.05,2073.55,2066.25,2071.85,2055.45,2050.25,2050.75,2041.15,2012.15,2003.15,2002.4,1999.4,1999.95,1985.0,1991.6,1998.3,2015.1,2025.5,2009.55,2008.95,1977.35,1962.05,1935.65,1921.75,1891.25,1889.65,1878.55,1877.25,1846.55,1894.25,1903.15,1865.15,1847.65,1824.05,1808.35,1787.05,1766.65,1735.75,1715.85,1702.55,1727.75,1721.45,1711.35,1698.65,1690.05,1678.95,1700.35,1700.95,1700.05,1736.65,1729.55,1723.55,1714.45,1722.15,1731.6,1745.9,1747.5,1764.05,1770.8,1798.5,1813.05,1806.45,1822.0,1820.25,1824.2,1830.35,1832.2,1828.1,1828.9,1849.4,1828.45,1835.2,1822.2,1818.8,1817.85,1816.1,1800.9,1809.15,1795.2,1859.0
42,1990.7,1970.7,1964.8,1896.2,1864.3,1869.5,1845.2,1810.5,1833.3,1804.7,1788.4,1762.9,1764.5,1706.3,1681.7,1667.8,1644.6,1611.7,1579.5,1549.5,1507.7,1513.7,1514.4,1512.2,1518.0,1521.7,1529.7,1543.1,1557.7,1578.9,1601.4,1631.4,1660.4,1681.4,1711.9,1735.4,1757.4,1781.4,1802.4,1828.9,1844.4,1865.9,1897.9,1924.9,1955.9,1977.4,2004.4,2027.4,2053.9,2078.9,2097.9,2123.9,2142.4,2167.4,2194.9,2217.4,2240.4,2268.4,2299.9,2328.9,2346.4,2371.9,2400.9,2428.9,2460.4,2483.9,2506.9,2525.4,2550.4,2578.9,2608.9,2635.4,2658.9,2678.4,2706.9,2732.4,2750.9,2776.9,2803.9,2828.9,2850.9,2878.9,2907.4,2931.9,2960.4,2982.4,3007.4,3031.4,3054.4,3078.9,3100.4,3128.4,3150.4,3171.4,3197.4,3226.4,3248.9,3275.9,3299.4,3328.9
43,1979.15,1963.55,1974.95,1961.85,1946.35,1933.3,1940.85,1938.9,1938.1,1955.5,1954.5,1979.35,2001.45,2024.25,2052.45,2080.6,2106.95,2130.8,2159.4,2186.4,2215.2,2239.75,2264.7,2290.0,2313.6,2343.45,2368.9,2398.95,2427.1,2463.1,2438.0,2452.8,2484.1,2518.5,2501.75,2513.6,2498.65,2506.7,2523.3,2547.4,2523.85,2535.45,2520.5,2519.5,2509.1,2521.3,2535.3,2531.65,2528.7,2542.7,2538.1,2525.6,2537.7,2543.0,2539.2,2547.15,2556.25,2565.25,2576.45,2611.15,2629.05,2631.45,2631.1,2641.2,2656.75,2656.5,2675.75,2687.85,2690.9,2711.4,2715.9,2709.75,2711.55,2707.55,2705.25,2693.45,2690.8,2669.7,2677.5,2688.6,2686.4,2707.4,2709.85,2702.55,2703.6,2712.9,2737.85,2754.35,2753.0,2766.8,2768.45,2801.15,2806.65,2825.5,2835.15,2851.95,2862.3,2864.9,2893.4,2923.6
44,1989.4,2005.2,1990.3,1970.2,1950.15,1936.55,1932.55,1904.2,1909.6,1923.3,1927.4,1902.6,1912.6,1921.2,1923.2,1901.9,1884.3,1892.15,1906.35,1916.25,1890.45,1869.95,1848.35,1825.55,1811.15,1800.35,1789.25,1771.25,1751.05,1813.85,1820.3,1821.55,1839.65,1840.25,1839.4,1840.65,1841.3,1846.85,1849.35,1895.95,1890.7,1875.0,1855.85,1845.4,1833.8,1827.5,1823.4,1815.95,1799.75,1823.55,1815.55,1817.2,1816.8,1836.8,1837.2,1829.0,1836.05,1859.3,1866.05,1916.05,1924.05,1955.75,1969.4,1992.15,2011.5,2040.9,2067.7,2095.75,2123.6,2173.9,2130.2,2151.2,2161.6,2178.8,2190.5,2205.9,2225.3,2246.1,2263.9,2298.0,2290.5,2235.5,2230.5,2165.5,2173.0,2113.0,2093.0,2085.5,2043.0,2048.0,2032.5,1987.85,1985.7,1972.95,1957.65,1953.95,1952.8,1933.35,1897.4,1909.3
45,1984.45,1958.2,1948.85,1947.5,1945.95,1966.45,1974.2,1986.35,2009.3,2037.5,2063.85,2084.65,2104.1,2120.55,2142.45,2157.1,2170.15,2192.8,2209.8,2257.2,2281.85,2290.0,2304.15,2321.75,2326.2,2342.05,2356.05,2370.5,2390.25,2423.95,2448.45,2469.85,2499.5,2528.9,2554.65,2584.25,2610.0,2640.25,2664.75,2699.25,2729.55,2758.55,2781.65,2813.15,2841.0,2865.75,2891.05,2916.0,2936.3,2972.3,2996.7,3024.65,3051.2,3076.0,3101.8,3130.65,3158.75,3184.1,3210.6,3252.1,3278.0,3307.65,3334.35,3362.15,3387.15,3414.2,3439.4,3466.5,3497.95,3538.95,3564.15,3591.25,3617.05,3643.2,3669.45,3698.1,3726.2,3755.9,3785.7,3834.7,3860.75,3885.95,3915.65,3943.6,3971.45,3997.3,4026.3,4053.6,4079.9,4125.9,4152.55,4180.95,4207.1,4234.05,4260.25,4285.7,4312.15,4336.45,4362.6,4410.1
46,2020.65,2016.45,1985.55,1968.85,1959.5,1953.65,1936.5,1932.7,1908.85,1953.95,1980.8,1991.45,2007.65,2019.95,2036.55,2050.8,2059.5,2062.25,2083.3,2113.8,2115.05,2123.25,2133.85,2148.55,2161.9,2161.8,2170.05,2179.95,2189.3,2243.4,2241.2,2243.9,2270.95,2293.05,2296.4,2315.5,2333.9,2344.7,2350.05,2350.05,2340.1,2317.35,2321.5,2304.2,2292.6,2279.6,2270.45,2257.3,2267.15,2286.85,2266.4,2248.35,2251.65,2225.6,2218.05,2230.75,2254.6,2247.15,2207.2,2215.6,2213.55,2202.55,2206.55,2193.25,2179.0,2169.4,2178.2,2166.45,2155.35,2155.85,2158.65,2146.7,2129.65,2131.6,2123.6,2131.4,2124.65,2125.8,2121.45,2138.05,2155.35,2149.9,2159.15,2164.65,2172.7,2167.85,2179.55,2199.8,2229.4,2257.1,2259.65,2269.9,2236.15,2233.05,2231.3,2219.1,2182.4,2174.4,2169.25,2169.75
47,2015.7,2044.2,2037.2,2045.65,2058.25,2060.55,2064.25,2067.2,2068.25,2113.25,2103.55,2093.8,2090.2,2085.55,2097.25,2073.6,2071.4,2072.2,2063.15,2110.45,2076.2,2082.9,2046.6,2015.15,2001.05,1998.2,1995.55,1979.45,1985.0,2019.1,1987.45,1978.45,1976.85,1971.1,1941.55,1938.85,1919.35,1914.7,1905.45,1929.75,1912.45,1901.1,1898.6,1874.85,1872.8,1860.35,1847.25,1861.3,1852.2,1864.4,1855.9,1859.75,1839.4,1839.25,1845.85,1846.75,1843.25,1836.35,1827.0,1849.4,1863.15,1879.8,1890.55,1896.5,1914.15,1927.65,1950.5,1963.85,1976.65,2024.55,2037.15,2024.5,2023.15,2020.6,2012.75,2015.45,2002.1,2014.05,2018.35,2057.25,2045.65,2059.45,2047.9,2040.1,2040.3,2025.65,2016.95,2004.6,1995.6,2035.7,2030.55,2027.2,2023.8,2018.65,2013.35,2005.4,2006.75,1999.4,1986.85,2055.55
48,2031.8,2011.5,2003.55,2006.85,1996.4,1993.95,1979.65,1968.05,1954.65,1984.85,2004.6,1985.95,1995.25,1993.15,1989.25,1995.25,1986.6,1998.5,1998.7,2055.7,2073.35,2060.0,2052.95,2058.55,2053.8,2055.7,2042.35,2052.55,2061.65,2088.75,2076.95,2051.95,2033.65,2030.85,2026.25,1997.05,2018.95,2011.05,1996.65,2017.05,2006.35,1997.3,1987.35,1958.15,1937.25,1928.25,1908.45,1900.9,1889.65,1884.45,1882.05,1873.3,1858.05,1834.95,1832.25,1825.8,1797.95,1766.45,1760.2,1788.2,1794.55,1785.05,1791.25,1786.5,1785.4,1792.95,1783.55,1782.75,1785.6,1815.1,1809.35,1784.35,1779.2,1782.85,1804.15,1781.75,1789.1,1776.35,1738.1,1783.1,1784.6,1774.3,1756.4,1741.95,1722.6,1715.1,1704.55,1692.0,1681.4,1714.2,1729.3,1753.35,1748.2,1759.9,1768.35,1765.55,1774.75,1794.65,1787.15,1818.95
49,2000.5,1989.2,1982.2,1972.8,1964.2,1961.4,1958.5,1943.8,1939.2,2002.2,1993.2,2007.35,1991.3,1989.7,1984.85,1995.1,1975.5,1968.3,1965.3,2010.9,2012.05,2022.85,2023.85,2029.55,2033.2,2034.6,2032.25,2032.25,2034.3,2071.5,2073.25,2051.2,2045.9,2041.1,2022.65,2005.15,2001.7,1988.95,1968.4,2027.8,2019.05,2013.5,2005.1,2000.2,2001.1,1992.95,1990.85,1976.8,1978.45,2010.35,2012.7,2021.0,2026.45,2036.85,2042.05,2053.5,2056.9,2067.0,2072.55,2130.65,2112.05,2114.8,2083.85,2056.25,2033.9,2022.2,2000.55,1979.8,1965.25,2036.35,2020.4,1985.05,1980.95,1979.05,1949.35,1923.8,1916.5,1906.55,1903.7,1929.9,1909.45,1894.55,1885.45,1870.05,1852.95,1839.8,1832.25,1817.55,1810.7,1878.6,1871.3,1854.95,1837.05,1827.2,1825.95,1799.45,1794.3,1780.1,1768.45,1804.15
50,2026.0,2055.2,2029.7,2052.7,2080.2,2022.3,2049.3,2076.4,2033.2,2057.2,2068.15,2070.95,2065.7,2077.55,2075.25,2068.7,2077.85,2074.1,2085.9,2125.2,2100.75,2096.5,2100.75,2124.25,2105.05,2081.7,2077.6,2069.7,2061.05,2101.95,2122.35,2116.45,2125.4,2128.25,2137.8,2139.0,2138.8,2142.6,2139.3,2195.9,2178.8,2192.05,2170.85,2157.85,2147.65,2148.35,2162.95,2154.0,2148.5,2148.0,2158.0,2163.25,2154.45,2171.05,2194.45,2204.85,2222.9,2240.95,2232.15,2258.85,2258.25,2270.3,2285.15,2288.1,2306.35,2301.45,2326.75,2326.6,2335.05,2363.35,2373.2,2382.75,2390.4,2409.5,2417.95,2429.7,2435.25,2449.55,2461.7,2514.1,2516.9,2511.7,2522.1,2533.8,2518.05,2523.75,2531.6,2527.2,2528.1,2559.9,2552.2,2550.2,2562.6,2571.85,2566.9,2573.05,2570.9,2572.8,2566.3,2617.7
51,1976.3,1926.75,1913.05,1905.2,1876.4,1848.05,1839.35,1800.4,1766.8,1795.5,1782.95,1799.7,1789.35,1794.6,1799.85,1808.9,1823.65,1830.15,1842.7,1872.3,1891.6,1905.9,1924.95,1934.15,1960.75,1972.05,1958.75,1982.3,2001.8,2016.4,2040.65,2040.75,2037.5,2029.7,2028.75,2018.15,1995.15,1978.35,1980.8,1992.0,1995.65,1993.6,2008.4,2013.95,1996.8,1994.25,2010.2,1999.7,1999.15,2035.35,2052.6,2055.6,2062.4,2075.6,2099.15,2113.3,2120.35,2131.25,2149.85,2181.85,2183.45,2182.4,2183.2,2194.8,2192.2,2202.25,2214.25,2231.1,2241.65,2258.05,2267.7,2277.35,2272.05,2261.85,2251.3,2235.55,2228.15,2218.7,2229.95,2245.65,2241.9,2250.3,2228.15,2236.0,2212.7,2193.9,2194.35,2194.75,2191.75,2233.15,2229.9,2225.45,2219.2,2229.75,2249.5,2258.3,2283.0,2290.85,2297.55,2311.05
