column_0,column_1,participant,trial,period
25.685202,32.9316,2,74,feedback
67.03664,2.7223969,2,74,planning
5.727338,17.003983,2,75,baseline
32.30265,27.407698,2,75,feedback
0.6068766,32.67651,2,75,planning
46.731342,-11.415796,2,76,baseline
25.678371,33.70045,2,76,feedback
-2.5875523,-58.8825,2,76,planning
33.43531,-1.792343,2,77,baseline
5.1375337,-15.698806,2,77,feedback
-2.796442,-9.044823,2,77,planning
36.089745,28.215645,2,78,baseline
11.221849,37.208866,2,78,feedback
52.577953,6.589111,2,78,planning
6.917564,-9.533401,2,79,baseline
23.29802,12.069061,2,79,feedback
21.888437,-50.223236,2,79,planning
-6.6972775,-24.476162,2,80,baseline
-29.73508,-34.008255,2,80,feedback
-17.314941,-54.125587,2,80,planning
-21.664135,13.078352,2,81,baseline
-40.373276,-8.06973,2,81,feedback
-17.576757,-47.495575,2,81,planning
-42.992878,25.921753,2,82,baseline
41.70223,-8.830064,2,82,feedback
-53.345802,-1.5346559,2,82,planning
-0.9878011,-25.255955,2,83,baseline
-22.058132,-3.0591645,2,83,feedback
-21.884727,-50.01363,2,83,planning
94.008545,17.520525,2,84,baseline
-13.599248,16.771875,2,84,feedback
72.30229,11.68814,2,84,planning
-4.901393,2.102592,2,85,baseline
15.50216,-16.962164,2,85,feedback
-19.73299,-34.724995,2,85,planning
-40.05521,27.335955,2,86,baseline
-46.353615,-16.149628,2,86,feedback
-38.06608,11.742533,2,86,planning
-36.70309,1.7263731,2,87,baseline
1.1089008,36.491142,2,87,feedback
-67.7699,-18.373966,2,87,planning
77.190475,24.813189,2,88,baseline
-23.264614,15.357183,2,88,feedback
22.81755,46.221806,2,88,planning
8.532748,10.10217,2,89,baseline
24.630934,-52.333363,2,89,feedback
-22.298147,-36.099857,2,89,planning
-23.154587,-2.4965951,2,90,baseline
-7.937996,-39.567688,2,90,feedback
48.89652,34.91411,2,90,planning
40.518238,14.2400875,2,91,baseline
-7.9194126,-39.597664,2,91,feedback
-61.414932,-7.311698,2,91,planning
3.0967083,16.055906,2,92,baseline
-26.734888,1.6857022,2,92,feedback
-18.732485,9.979409,2,92,planning
-34.501274,19.415022,2,93,baseline
-3.594817,1.970663,2,93,feedback
56.724617,39.44903,2,93,planning
16.493578,11.767146,2,94,baseline
-4.8772173,-12.043084,2,94,feedback
-23.443884,-44.048157,2,94,planning
-9.00844,-4.688825,2,95,baseline
13.641779,-18.339676,2,95,feedback
-10.003696,-40.76043,2,95,planning
8.978313,21.067015,2,96,baseline
3.3731773,-2.8051784,2,96,feedback
53.468273,39.66113,2,96,planning
9.024097,20.640093,2,97,baseline
2.6918063,-21.399801,2,97,feedback
-57.48735,-35.62414,2,97,planning
11.654295,-16.378283,2,98,baseline
7.811533,-5.894189,2,98,feedback
-12.909666,-28.873043,2,98,planning
-51.837147,-17.32434,2,99,baseline
-0.77969444,-31.061811,2,99,feedback
-26.21201,-28.511839,2,99,planning
-30.067526,0.07593306,3,0,baseline
-4.7495766,11.737613,3,0,feedback
-38.95329,41.061363,3,0,planning
-30.150759,0.092851564,3,1,baseline
4.978682,-24.039562,3,1,feedback
-50.078312,2.1513517,3,1,planning
-17.241835,18.380575,3,2,baseline
-13.387547,23.233778,3,2,feedback
-41.509487,8.337824,3,2,planning
30.95904,4.662632,3,3,baseline
-62.05619,13.5209875,3,3,feedback
-15.699748,35.27987,3,3,planning
-45.699417,-19.27848,3,4,baseline
19.066484,-22.582012,3,4,feedback
6.5591364,-29.254427,3,4,planning
-42.728592,2.8407521,3,5,baseline
-39.57488,-0.12078107,3,5,feedback
-29.584787,-2.5964093,3,5,planning
-66.390366,3.19198,3,6,baseline
-3.640072,-34.551826,3,6,feedback
-65.92533,-3.1791697,3,6,planning
-39.825184,11.284144,3,7,baseline
61.835075,-14.368179,3,7,feedback
61.133194,7.8451777,3,7,planning
-30.248455,12.190787,3,8,baseline
-47.06851,-30.962328,3,8,feedback
-9.8129635,-51.39567,3,8,planning
-30.578506,12.27478,3,9,baseline
16.479755,-13.088374,3,9,feedback
-11.508741,-53.68341,3,9,planning
-38.167732,15.2232275,3,10,baseline
-4.206677,-33.777393,3,10,feedback
-3.1720538,-10.640876,3,10,planning
-33.505875,7.5160117,3,11,baseline
17.420979,-15.43575,3,11,feedback
10.114976,-47.15523,3,11,planning
41.55826,-58.3064,3,12,baseline
11.8001175,-6.6144643,3,12,feedback
-44.43591,26.633207,3,12,planning
13.199217,-4.9184556,3,13,baseline
33.42806,-13.28342,3,13,feedback
-4.195115,-32.226074,3,13,planning
60.496784,18.600815,3,14,baseline
31.012564,6.7777457,3,14,feedback
-33.692463,-52.90105,3,14,planning
90.67268,17.9823,3,15,baseline
39.409462,-2.2828,3,15,feedback
-9.797028,-57.35484,3,15,planning
-21.781155,41.187428,3,16,baseline
19.210102,-12.147659,3,16,feedback
-25.186987,9.287023,3,16,planning
-30.187824,-1.7420475,3,17,baseline
21.173471,-15.828409,3,17,feedback
-9.111491,-9.864132,3,17,planning
-30.293056,3.9196205,3,18,baseline
-34.835125,-12.413162,3,18,feedback
-18.545538,-3.9623382,3,18,planning
-39.88478,11.149052,3,19,baseline
-4.8866687,-27.512842,3,19,feedback
48.403275,29.236198,3,19,planning
5.152287,15.329687,3,20,baseline
-40.010815,8.802451,3,20,feedback
-6.896942,-5.690668,3,20,planning
24.633589,48.57106,3,21,baseline
-14.8799515,12.709479,3,21,feedback
-6.853753,-5.5922365,3,21,planning
89.70177,15.146026,3,22,baseline
-14.915555,12.759686,3,22,feedback
-26.80128,-51.268803,3,22,planning
-41.702873,23.299725,3,23,baseline
42.393486,-1.7719176,3,23,feedback
-58.822407,-25.5637,3,23,planning
12.542744,2.7366245,3,24,baseline
47.73843,17.969648,3,24,feedback
-66.42739,22.318022,3,24,planning
