column_0,column_1,column_2,column_3,column_4,participant,trial,period
-20.08448,-20.534714,-22.773663,-10.107751,0.42759705,1,0,baseline
13.3119335,11.2299,-7.3728743,3.4920075,1.3105197,1,0,feedback
-10.108523,-14.764724,18.828766,-5.054075,-5.0963626,1,0,planning
8.765734,-22.110245,-26.810534,7.8204594,-0.21808434,1,1,baseline
8.498555,5.1635737,-13.025275,1.1642389,7.5638814,1,1,feedback
5.071931,-19.027052,12.709653,-0.84923553,-4.7528324,1,1,planning
-1.1633544,-12.346446,-25.320185,-1.4740825,10.702516,1,2,baseline
2.1513844,7.2030783,-17.237888,3.5633378,0.42962265,1,2,feedback
7.771514,-4.7401533,1.6765935,-7.25628,-4.0604305,1,2,planning
-0.5570573,-11.24248,-34.35516,3.743513,4.527768,1,3,baseline
-0.14211628,6.801006,-19.55394,5.147416,3.5711184,1,3,feedback
-1.6494277,-21.759747,-5.4047966,-7.310079,-2.6810951,1,3,planning
0.82103443,-13.420441,-39.35525,0.13440426,6.7147703,1,4,baseline
-3.5895953,7.111274,-26.69308,-1.1653141,6.899042,1,4,feedback
-0.34137297,-27.294859,-1.0150914,-9.4747925,-5.711747,1,4,planning
-18.18936,-7.121144,-32.142044,1.4894245,-0.11429691,1,5,baseline
8.994548,7.686864,-35.483227,-1.7234428,7.530986,1,5,feedback
-16.79041,-21.438183,8.34394,-0.876972,-3.4661312,1,5,planning
4.9787927,-16.210285,-36.166534,0.8021413,9.319525,1,6,baseline
7.8008065,5.5835853,-16.263252,2.5412085,9.845822,1,6,feedback
-3.2062924,-26.416698,3.5598536,-14.207491,-8.56567,1,6,planning
-6.8944054,-14.773953,-35.26038,-2.3663862,5.415409,1,7,baseline
1.4521708,5.022195,-20.060238,3.798202,3.1128874,1,7,feedback
-2.6632628,-19.698534,-0.7351241,-6.6753297,-7.6405644,1,7,planning
-5.5834546,-12.924768,-26.352098,0.57392675,5.89975,1,8,baseline
4.8555913,11.96817,-24.716152,-0.94743794,4.876429,1,8,feedback
-5.1449604,-26.072374,2.5051596,-11.81365,-5.6261168,1,8,planning
0.8693045,-13.053509,-36.403084,-0.07932018,4.546342,1,9,baseline
2.5947666,14.446683,-16.633541,-3.920805,8.644556,1,9,feedback
3.9219522,-25.860918,0.61148566,-17.5701,-2.6078455,1,9,planning
10.519006,-12.663618,-17.515434,-1.8996136,10.050519,1,10,baseline
21.088259,13.194031,-26.381851,-0.7422625,7.376195,1,10,feedback
3.2252758,-22.167234,1.4323297,-0.052568167,-5.3028517,1,10,planning
